userName,at,content
Hamimah Rahmidani,2024-09-29 07:03:02,"kenapa instagram saya tidak ada fitur update ny, pdhal saya mau update instagram versi baru ny, skrng saya masih memakai versi lama ny Sudah lama saya masih memakai versi lama ny"
Fery Baja,2024-09-29 07:00:33,jangan hapus arsip woy
Nur Aini,2024-09-29 06:59:46,Bagus kok
fijiatun 09,2024-09-29 06:57:20,instagram saya suka karena bisa foto
Aqeela lediza,2024-09-29 06:56:43,Kok gk bisa live
anandi Jaya,2024-09-29 06:56:40,Top
Renaldo Gebok,2024-09-29 06:52:48,Bagus
nesa putri,2024-09-29 06:52:44,Tolong aplikasi instagram saya tidak bisa di pakek
Kurnia aiz,2024-09-29 06:47:19,"AKUN INSTAGRAM dengan password yang BENAR, kenapa tidak bisa Log in di satu unit gadget, kondisi sudah upgrade aplikasi. PADAHAL, log in di website laptop bisa, di HP yang lain pun bisa. Mohon solusinya. Terima kasih."
Ami Amarul,2024-09-29 06:45:57,👍
Novi Aulia,2024-09-29 06:45:52,"PLEASE, JANGAN HAPUS ARCHIVE!!!"
M Fadli Irhamdani,2024-09-29 06:45:18,Tolong force close di aplikasi ini jangan ganggu ya
Insan isslamay Qirani,2024-09-29 06:44:44,"suka bngettt, tapi tolong deh instagram peerimbangin lagi klo mau ilangin fitur arsip, soalnya disitu bnyak kenangan bngett sama temen' lamaa, klo arsip d apus otomatis semua kenagan juga ilangg, pliss tolong pertimbangin lagi yaa🥺🙏"
Senandung Putri,2024-09-29 06:39:51,Kok blm bisa uploud 20 pict kayak yg lain
muhammadsyakir Ramadhan,2024-09-29 06:37:26,Asik
Mali Yanto,2024-09-29 06:36:52,Kenapa ya ga bisa live
Indriani Pratiwi,2024-09-29 06:36:37,maaf aku bintang satu Karana setiap aku buka Ig pasti ngelek hp ku 🗿🗿
Delisa Khanza,2024-09-29 06:34:59,Ini keren si
Raditt Jhon,2024-09-29 06:29:11,Goood
Ribka Waney,2024-09-29 06:29:07,do not remove the archive feature !
Gilang Kuray,2024-09-29 06:28:56,Nice
Why me Monster,2024-09-29 06:28:52,Banyak pengalaman yang saya ambil dari instagram
Efra Bramasta,2024-09-29 06:27:16,Keren lh
Piyann,2024-09-29 06:19:12,Aplikasi nya bagus banget😁
Chellyn Wijaya,2024-09-29 06:17:04,Ok
Mhmd Opik,2024-09-29 06:16:48,"sangat puas dengan pitur"" nya"
Calvin Joevander,2024-09-29 06:16:22,"𝐈𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦 𝐭𝐨𝐥𝐨𝐧𝐠 𝐲𝐚𝐡 𝐦𝐢𝐬𝐚𝐥 𝐧𝐢𝐡 𝐚𝐤𝐮 𝐚𝐩𝐮𝐬 𝐢𝐠 𝐚𝐤𝐮𝐧 𝐧𝐲𝐚 𝐭𝐨𝐥𝐨𝐧𝐠 𝐝𝐢 𝐢𝐥𝐚𝐧𝐠𝐢𝐧, 𝐭𝐚𝐩𝐢 𝐤𝐚𝐥𝐨 𝐝𝐨𝐰𝐥𝐨𝐚𝐝 𝐢𝐠 𝐥𝐚𝐠𝐢 𝐚𝐤𝐮𝐧𝐧𝐲𝐚 𝐦𝐮𝐧𝐜𝐮𝐥. 𝐈𝐭𝐮 𝐚𝐣𝐚 𝐬𝐢𝐡 𝐲𝐠 𝐬𝐚𝐲𝐚 𝐢𝐧𝐠𝐢𝐧𝐤𝐚𝐧 𝐬𝐚𝐲𝐚 𝐛𝐞𝐫𝐢 𝐛𝐢𝐧𝐭𝐚𝐧𝐠 𝟒 𝐝𝐮𝐥𝐮 𝐧𝐚𝐧𝐭𝐢 𝐤𝐚𝐥𝐨 𝐝𝐚𝐡 𝐝𝐢 𝐭𝐮𝐫𝐮𝐭𝐢𝐧 𝐩𝐞𝐫𝐦𝐢𝐧𝐭𝐚𝐚𝐧 𝐬𝐲𝐚 𝐬𝐚𝐲𝐚 𝐤𝐚𝐬𝐢𝐡 𝐛𝐢𝐧𝐭𝐚𝐧𝐠 𝟓"
irhas Maulana,2024-09-29 06:16:09,Bagus
hutami suraida fatma,2024-09-29 06:16:09,mlss main ig lagi kalo sampe archive beneran dihapus
Fiki Fais,2024-09-29 06:16:06,Wauuuu
Era Gaming,2024-09-29 06:16:03,Sangat baik👌
Missquen Subs,2024-09-29 06:15:18,Kenapa pas saya daftar.saya masukin nomer wa saya.trs saya pencet selanjutnya.malah ga bisa??
SELENA Hoki,2024-09-29 06:14:36,gak bisa pake lagu
Nur Zrsi,2024-09-29 06:08:24,apl joss
Ahmad Alwi,2024-09-29 06:07:24,serunya berbagi cerita pengalamannya.
violetta,2024-09-29 06:05:55,"sebenarnya suka banget sama ig, cmn minusnya itu arsip lama di ig mulai di ilangin"
Siska Elda,2024-09-29 06:03:55,Karena banyak iklan
Nanamulyana Nana,2024-09-29 06:03:08,Mantap
Azmia Wandira,2024-09-29 06:02:26,Kmu nanya
dian ramadhina,2024-09-29 06:01:40,"menurut saya aplikasi instagram yang paling banyak peminat di banding apk lainnya, IG juga semakin lama semakin banyak fitur terbarunya, tapi please untuk berita bakal hilang nya fitur archive mnurutku sangat tidak bisa diterima semua orang. karena adanya fitur archive mereka(termasuk saya sendiri) bisa melihat kembali kenangan yg ada disana. SOO PLEASE JANGAN DIHILANGIN PLEASE 😥😥🙏🙏 karena nantinya juga bakalan berkurang penggunanya. semoga dipertimbangkan lagi sebelum mengambil keputusan"
Nadhirotul Arini,2024-09-29 06:01:03,plis jangan hapus arsipan di instagram:)
Ando Dahoklory,2024-09-29 05:59:09,👍
susan sitania,2024-09-29 05:57:06,Ada beberapa yang tidak bisa di follow
Mama Bapak,2024-09-29 05:56:42,nice
wandi12,2024-09-29 05:55:35,Sangat Bagus
Arafa Darulfitrah,2024-09-29 05:54:42,Wah aku suka harus juara 0 ini
Nanda sari Nanda sari,2024-09-29 05:54:26,Keren
Gege Art Studio,2024-09-29 05:53:57,Luar biasaaa
m hafidz aflah,2024-09-29 05:53:14,Saya tidak bisa berkata² karna aplikasi ini sangat bagus
Dimas Febrian,2024-09-29 05:50:08,Sangat baik di gunakan
Lutfi Alhusein,2024-09-29 05:49:31,saya tidak bisa mereset kata sandi saya
Pojan Muhammad pojan,2024-09-29 05:42:48,Di sini aku dapat mengenal org dan teman² yg asik
Tinzi,2024-09-29 05:40:47,"Aplikasi sampah, semua akun facebook di tangguhkan, malah kena dengan akun IG juga, bangsattt asuu !!!!!"
ravel putra,2024-09-29 05:39:34,Baguuu bangettt
Andi Turkandi,2024-09-29 05:35:38,Sangat membantu .
Naufal Akram,2024-09-29 05:29:26,says susah me dapat viewer
Rheina Wijayanti,2024-09-29 05:28:07,"sebenernya bagus si tapi sekarang sering ngeleg ngeleg gajelas gabisa di buka, akun suka hilang dll. kalo bisa si di benerin ya bikin susah orang yg pake"
Ahmad Ihsan,2024-09-29 05:27:36,"Aturan tak jelas, tak bisa banding...arogan. seperti dinasti Dajjal di Indonesia, tak jelas"
alissa putri,2024-09-29 05:27:36,Saya suka
Aliya Zalfa Kusuma,2024-09-29 05:26:31,Kereeem
Jihan Kamilah Yumna,2024-09-29 05:24:37,Tidak bisa login akun ataupun membuat akun baru
Enny Elisabeth,2024-09-29 05:23:57,Bagus
Azka Ridha,2024-09-29 05:23:43,Dibuka susah bgt heran
dewicandra1012,2024-09-29 05:23:38,jangan hilangkan fitur arsip.
Sinom Sena,2024-09-29 05:20:05,Pas mau bikin akun bermasalah mulu
Ayang Simdoh,2024-09-29 05:19:57,Mantapp
Darus Cr7,2024-09-29 05:19:29,Superr
Abdulhanif Ramadhani,2024-09-29 05:18:32,👍
naves,2024-09-29 05:18:20,jelek kocak fitur arsipnye jgn diilangin. alay lu ah
sheerio,2024-09-29 05:14:50,Please Insta don't delete the archive fiture that's all I got when I'm miss my close friend:(
Widi Muhtar,2024-09-29 05:07:00,I like
Marno Sabin,2024-09-29 05:04:42,Karena tidak bisa login padahal dah bener
Niel B,2024-09-29 05:03:34,Terbaik lah
stevenfirman 26,2024-09-29 05:00:36,"Hallo, kenapa ya akun saya gabisa follow orang lain?"
Vega Nabilla Annia,2024-09-29 04:57:22,"Tolong dong jangan di ilangin arsipnya,kan banyak kenangan,sekarang cuman tinggal foto yang bug doang,jadi ga nyaman setelah Ig arsipnya di ilangin."
Sugeng Kiswanto,2024-09-29 04:57:11,Pas aku mau download lagi kok malah ke akun kakak aku pas aku masuk
nunde run,2024-09-29 04:54:57,"Fiturnya udah bagus tapi,tolong Pada saat nge-post itu durasinya lagunya jangan di Converse,dan jangan di potong..jadinya kurang bagus.. Itu aja..dan efeknya juga bisa diatur agar terlihat lebih bagus..terutama untuk video"
Safrizal Rizal,2024-09-29 04:53:52,Good
Jujun Hermawan,2024-09-29 04:49:11,Mantap
L Barra,2024-09-29 04:47:50,"Tolong vitur catatan di perbaiki , dulu bisa membagikan lagu sekarang tidak bisa sama sekali"
Riha Datul,2024-09-29 04:47:50,"Selamat tinggal instagram setelah hilangnya fitur arsip mendingan hilangin aja instagramnya sekalian, daripada fitur arsip yg di hilangin mendingan treads aja yg di hapus kebanyakan sosmed"
Arniza Diwangkara,2024-09-29 04:40:16,DO NOT DELETE INSTAGRAM ARCHIVE SYSTEM
Syaqila Aisyah,2024-09-29 04:37:15,Asli ig bikin bagus bgt gw ksh bintang 5 the best
Tati Hartati,2024-09-29 04:36:41,Bagus aplikasinya
Dwi Prihatini,2024-09-29 04:35:38,Kenapaa Instagram jadii kaya gini sihh☹️☹️
CHANEL PIKASEURIEUN,2024-09-29 04:32:36,jos
Moch Maksan,2024-09-29 04:30:28,Puas
Zia Fatwa,2024-09-29 04:29:56,PLIS DONGGGGG JANGAN HAPUSSSS FITURRRRRR ARSIPPPPPPPPPP ITU PENTING BANGET BUAT KENANG KENANGAN!!!!!!!!
Yumna Kirana,2024-09-29 04:20:31,Bagus dan cute
Muhammad Ihzagi muliawan,2024-09-29 04:17:01,Banyak bug bro
salma dear,2024-09-29 04:15:51,ARSIP JANGAN DI HAPUS DONG :((
Rita April,2024-09-29 04:14:54,bagus
Agnes Mutiara,2024-09-29 04:14:45,males fitur archive ig di hps kn
Muhammad Okky,2024-09-29 04:12:20,Good
sopi badriatul,2024-09-29 04:09:40,miaw sekali
Roman hijas Yudista,2024-09-29 04:09:13,Bagus
Zulniadi Putra,2024-09-29 04:08:16,😱🌹🌹👍
Syakira Naura,2024-09-29 04:07:38,bgus
Aldi Muhammad aldi,2024-09-29 04:07:22,Bagus
Fitri Mocca,2024-09-29 04:07:14,Okk
Supri Yanto,2024-09-29 04:03:49,Mantap
Nur syifa Ramadhini,2024-09-29 04:00:26,worth
Mami Nita,2024-09-29 04:00:02,Memudahkan dalam segala hal
Suparti Fina,2024-09-29 03:57:27,"Aplikasi ny sangat bagus Tapi kadang²buat saya bingung karena sering ngeleg gitu,tapi lama kelamaan biasa dan bagus banget Saya donload ig cuman buat foto aja.dan filternya juga bagus²swmua"
Putra cbr,2024-09-29 03:57:00,Bagus sekali
Irsyad farel,2024-09-29 03:56:44,Ya bagus
ivan balipurna,2024-09-29 03:55:40,Sangat bagus untuk berbagi pengalaman
iqbal 1120,2024-09-29 03:53:33,Begitulah
Abanx Safa,2024-09-29 03:50:13,Like
Fsaahd Fadilaha,2024-09-29 03:48:49,berasa kyk bener bener gen z 😍😍😍
Rani Septauly Simanullang,2024-09-29 03:48:35,good
Jem Lawai,2024-09-29 03:43:19,SGT bgus sih menurut saya
Wehelmina tualaka,2024-09-29 03:42:30,Sangat bagus
Erlan Hermana,2024-09-29 03:33:17,Bagus
Eni Rohmawati,2024-09-29 03:29:57,Bagus untuk nyimpen postingan
Su Santy,2024-09-29 03:28:15,Jangan hapus fitur arsip stori plissssssss
Faris Botak,2024-09-29 03:26:20,𝐾𝑜𝑛𝑡𝑜𝑙 𝑗𝑒𝑙𝑒𝑘 𝑠𝑒𝑚𝑢𝑎 𝑓𝑖𝑡𝑢𝑟𝑛𝑦𝑎
Adam 10,2024-09-29 03:25:40,Tolong kenapa kamera nya hitam (black screen)
Tondy Effendi,2024-09-29 03:24:50,👍
sarli adek,2024-09-29 03:23:58,Mantap 👍
alika izzatunufuus,2024-09-29 03:21:45,Baguss apk nya
Azuma Fela Sufa,2024-09-29 03:18:21,kurang update di font
Pengguna Google,2024-09-29 03:18:16,"Ini klo bisa dikasi bintang 0 gw kasi bintang 0 deh , gajelas bget ngirim kode nunggu SMS 24 jam tpi ga dikirim kirim smpe 3 hari , trs ke susben gajelas SG ga ngandung apa apa ke ban wth , tolong dong ini pusat ngadu nya dmn ya"
Kim Myeongra,2024-09-29 03:17:46,Bagus
Haji Aim,2024-09-29 03:17:45,mantap trmksih👍👍
stevany carter wuwung,2024-09-29 03:16:00,Good
Al Hisyam,2024-09-29 03:14:34,Bagus
Fitri Goran,2024-09-29 03:13:28,Saya sangat menyukai apk ini Alasanku adalah:karna kita bisa memulai memosting hal-hal baru tentang kita maupun orang lain yg kita idolkan Dan dengan postingan itu kita mendapatkan pengikut baru😊
Al Barak,2024-09-29 03:06:36,Gw kasih Bintang satu aja masih mikir
Dika Elek,2024-09-29 03:06:02,Benak no co akun ku ilang bosss
Najwa Nurul Salsabilah,2024-09-29 03:04:56,"plis kembalikan fitur arsip, arsip sudah banyak yg hilang🥹🥹"
Batan Biu,2024-09-29 03:03:58,Gak ada unik nya orang udah semangat buat balik ke ig gak bisa jadi emosi gak suka lagi aku sama ig
Nur Hasan (Tongcahya),2024-09-29 03:03:57,Ok
Ryan Saputra,2024-09-29 03:03:32,Sangat membantu
MayaSari Rantau,2024-09-29 03:00:04,Saya kasi bintang ⭐5 ya
Chaerul Arifin,2024-09-29 02:55:41,Top markotob
Banteng Merah,2024-09-29 02:52:42,kereen
Risma Auliani Icha,2024-09-29 02:42:53,"For Instagram, From We are your users .Please don't delete the archive feature. Because it is very useful for you, just delete other features but don't delete the archive, please. Jangan hapus dong fitur arsipnya Disitu banyak banget kenangan nya ."
Ilmi Sri hayati,2024-09-29 02:39:53,eror sih gk bisa mengikuti orang dan gk bisa menyukai sih eror sih gk mau mengikuti orang sih kayak eror buangetttt tolong diperbaiki
Dewa alit abimanyu,2024-09-29 02:38:40,Aplikasi ngebug tidak bisa dibuka
Sari Kurnia,2024-09-29 02:35:47,Filter nya GK muncul muncul udh coba cara apapun
Putri Inaya Faturohma,2024-09-29 02:33:46,Saya bisa membagikan cerita saya
diego armando,2024-09-29 02:27:56,keren lu gitu?? sampe² fitur arsip mau di hilangin??!!
Linda Dasinapa,2024-09-29 02:27:55,sangat bagus
Armin Fane,2024-09-29 02:25:58,Tetap konsisten
Aina Nur,2024-09-29 02:25:16,"Gatau males, udah di up berkali"" kok ga bisa mutar vidio Ky biasanya pdhl jaringan lancar memori penyimpanan juga masi banyak.."
Nur Siti,2024-09-29 02:22:02,Good
Ahmad Fadhillah Fasha,2024-09-29 02:20:09,JANGAN HILANGKAN ARSIP STORY
Kasta Jagur,2024-09-29 02:20:08,Karena bagus banget kamera
Marcelinusricho Yuniaz,2024-09-29 02:19:53,ig saya tidak bisa di buka
Reza Amelia,2024-09-29 02:19:33,"baguss bangett, bisa nyimpen moment bareng keluarga dan teman teman 🥰 terimakasih Instagram 💗"
Anisa Fatin,2024-09-29 02:06:47,Tbtb akun gua ilang ini kenapa woy akun gua gabisa 😡😡
tina tania,2024-09-29 02:05:58,"plissssss don't delete archive photos, they are important for us to remember the events that we have documented on Instagram. I would change my rating on this app if the archive feature was maintained"
22 Nirvana Ri Sinduwarddhani,2024-09-29 02:02:02,Tolonggg balikkan 2 akun ig saya yang ditangguhkan. Padahal 2 akun saya itu gak macam² loh kontennya sebab untuk kepentingan bekerja. Tapi kenapa ditangguhkan sudah hampir semingguan ini dan belum balik? Tolong kebijakannya.
Erika Gea,2024-09-29 02:01:36,sejauh ini mantap
Rio Japan,2024-09-29 02:01:04,Bug nya bnyak
Tamrin Puring,2024-09-29 02:01:00,Belum pengelam
Alfred Tulung,2024-09-29 01:58:23,Lambat
rachael jennifer,2024-09-29 01:57:51,Josss
Rival Aprian,2024-09-29 01:57:49,Karna mau APUS archive jadi bintang 1 yakk
rahmat herdianto,2024-09-29 01:57:34,Nice
Nadhif Alfayyaz,2024-09-29 01:54:27,Kenapa akun Ig saya gak mau login.sama membuat akun baru juga gak bisa
Ilham chandra muarifin,2024-09-29 01:51:57,Top
Emak Zatarya,2024-09-29 01:49:19,Buat konten
Aulia Mila,2024-09-29 01:46:53,"terlalu banyak pembaruan tidak masuk akal, sampai2 active vidio banyak yg di hapuss , lebih baik beralih ke akun sosial media lain selain meta"
hanif Firas biruni,2024-09-29 01:44:21,terima kasih developer sudah membuat instagram ini semangat terus developer salam untuk keluarga
Neffex Baller,2024-09-29 01:44:06,"UPDATE MULU🤬😡PENDUKUNG GENOSIDA,BUG MULU APLIKASI BANGKE KAU 💩💩💩💩"
Park Shin,2024-09-29 01:43:20,"Hai instagram, tolong pulihkan aku instagram saya kembali.. kemarin sya kaget aku saya tiba2 ditangguhkan dan saya udah aku banding. tolong dikembalikan akun IG saya, saya gak mau akun IG saya hilang krn semua foto dan video saya hny saya simpan/post di IG."
Annisa Nisa,2024-09-29 01:42:48,Bodoh niyan
Jastin Michael,2024-09-29 01:41:26,buriq
CallmeTansaAjee,2024-09-29 01:40:56,Luar biasa
Ameera Arsyfa,2024-09-29 01:39:28,bagus sekali
Fahra Sayidatina,2024-09-29 01:38:05,"gua kasi bintang 5, tapi fitur arsip jgn di hapus, banyak berbagai kenangan, dan setiap orang pasti punya kenangannya masing masing, kalo sampe fitur arsip di hapus, berarti apk ig jahat karna sudah menghilangkan kenangan mereka, mending ngurusin fitur yg lain"
Pirank Nee,2024-09-29 01:37:39,Dari sini kita dapat banyak pelajaran tentang hidup
Ridho tampan nan pemberani,2024-09-29 01:36:21,"Apaan sih fitur arsip malah diilangin,gua download Instagram itu gunanya juga buat nyimpen kenangan,lama lama muak gua"
Hanzzz,2024-09-29 01:35:39,Ebak
Vania Eka Maula,2024-09-29 01:31:31,bagus
Nurul Fadilah,2024-09-29 01:28:22,"Arcsive nya jangan di hpus lh, mending treads aja yg di hpus"
Evha Vania,2024-09-29 01:23:16,"The apk is not clear, it's getting here and there, when will the archive be deleted? Doesn't it make sense, is this what is called a photo memory dedication apk? Damn all of you, especially meta dogs!!!!"
Sit Aisyah,2024-09-29 01:20:54,bagus sekali aku kasih bintang 5😝😁
Aji Krisnawan,2024-09-29 01:20:29,please don't remove archive because i have a lot memories in there
Nyayu Al syifa Nyayu syifa,2024-09-29 01:18:04,bagus tapi syg bgt kenapa buat fitur flipside nya di hapus :( trs saranin arsip flipside sm arsip public di bedain gituuuu 😖🤌🏻
Ririn Januardah,2024-09-29 01:17:36,Sangat bagus
enggar toped,2024-09-29 01:17:32,Mantab
FATHIYA NURUL KHARISMA AWALUDIN,2024-09-29 01:17:26,MENGAPA SEHABIS SAYA UPDATE DAN TETAP TIDAK BISA MERASAKAN FITUR BARU IG? YANG MUSIK BENTUKNYA BULET
ilmaww,2024-09-29 01:15:20,jangan hilangin fitur arsip
Indra Tatik,2024-09-29 01:15:16,Semoga sukses Bravo Kodam v Brawijaya Tetap semangat
Haji Soetrisno,2024-09-29 01:14:08,Mantap.keren.
Rico,2024-09-29 01:13:28,Instagram anjink
Siti Hafsah,2024-09-29 01:11:54,arsipan ig nya gausah di ilangin ya minn
Annisa fitri Septia,2024-09-29 01:09:29,saya kasi bingang 5 tapi plis fitur arsip jangan di hilangkan ya
bety bengkel,2024-09-29 01:09:02,Mantap
Nur Qolby,2024-09-29 01:08:41,KEMBALIKAN ARSIPKU!
Muhammad Risky,2024-09-29 01:08:39,sangat baguss saya ga bisa daftar
Evi Yuhanni Harahap,2024-09-29 01:06:35,jlek
Resti Sari,2024-09-29 01:05:06,"Instagram ini emng beda ya audio/suaranya sangat kecil dari aplikasi yang lain seperti threads dsb. Padahal volume sudah besar, Tolong perbaiki"
99 SERVICE CENTER HP,2024-09-29 00:56:41,Luar biasa sangat membantu dan okee banget
Fila Aulia,2024-09-29 00:56:23,please jangan hapus arsip🙏🙏
Andreas Julianto,2024-09-29 00:47:27,sangat cocok
Dafa Afipin,2024-09-29 00:46:53,Daffa
Is Kamardi,2024-09-29 00:44:18,Bagus
Baringin Simamora (Baringin),2024-09-29 00:43:32,Instagram ya bagus
Reko Reiko Chan,2024-09-29 00:42:56,"Ig jangan hilangkan fitur arsip bego, gatau seberapa gunanya ntu fitur"
Zeeray Qina,2024-09-29 00:40:15,"Hapus archive, jelek km"
Ira Mayasari,2024-09-29 00:37:17,Baguss
Gede Dana,2024-09-29 00:36:58,"Tidak bisa buat akun, lucu x ini apps"
Ferlita Putri,2024-09-29 00:34:23,Tapi boong
Anitta Marf,2024-09-29 00:28:46,Kembalikan arsip vidio
Dhea Aulia,2024-09-29 00:22:14,Please don't delete the archive feature please.
Rio Nuramajid,2024-09-29 00:19:57,goblokkkkkkkk nek dihapus ngopo diwei kaet biyen tlollllllllllllllll
Syahrial Tng,2024-09-29 00:18:27,Nyoba aja dulu
arekkulon offical,2024-09-29 00:18:12,ingin sekali melihat dunia pertemanan
Nizar Ezar,2024-09-29 00:10:11,aplikasinya bagus banget dan disini juga bisa buat video gitu jadi aku kasih ranting lima aja ya
Baby Godzilla,2024-09-29 00:07:09,Kalau EMG bner arsip story bakal diilangin Tunggu aja panen bintang 1
Danu Sadan,2024-09-28 23:58:36,NUR
Fatimatuz Zahra,2024-09-28 23:58:35,Tetap pertahankan archive karna itu sangat berguna buat kita untuk menyimpan kenangan!!!
Haji Zeny,2024-09-28 23:58:32,Semoga semakin jaya Jaya jaya
Risa Atriyani R,2024-09-28 23:56:45,jangan dihapus archive story nya sayang sama kenangannya 🥺
David Herlangga,2024-09-28 23:51:57,Okey
Tegarprabudi,2024-09-28 23:49:12,Sangat bagus
Doni Channel,2024-09-28 23:46:27,"bagusssss, tapi fitur archive ig bakalan di ilanginn yaaaa?? kalo diilangin beneran si bakalan jadi sedikit peminat ig"
Mpi Tehneng,2024-09-28 23:44:57,Karena tidak bisa di daftar kan
Ayu Zarot,2024-09-28 23:43:35,Minus bgt kalau fitur ARSIP dihapus di Instagram
adel R,2024-09-28 23:42:45,tidak bisa login
Ivan Efendi,2024-09-28 23:41:17,Saya sangat menyukai instagram
Lisa Aaa,2024-09-28 23:39:36,sangat bagusss intinya pling debest
FANESA ERBIRA,2024-09-28 23:38:08,Karna saya baik maka saya beri 5 bintang
Mul Yono,2024-09-28 23:37:28,Instagram ini sangat bagus dan ini bisa di buat fotonjuga
Raden Wijaya,2024-09-28 23:28:37,Cukup bintang yg berbicara
Nabila Navalera,2024-09-28 23:26:20,"ARCHIVE INSTAGRAM JANGAN DIHAPUS!!!! karena disitu banyak momen & kenangan, dan saya tujuan pakai instagram juga karena ada fitur archive di instagram!!"
Ani Isnaini,2024-09-28 23:22:27,Jangan hapus arsip dong... ntar kukasih bintang 5 huhuhu
Bagak Timur,2024-09-28 23:20:31,cara daftar gimana😅🐬🌈🐬🌈🐬🌈🐬🌈🐬🌈
Akhmad Mad,2024-09-28 23:15:59,Malah lelet pas diupgret
Khamid Fauzin,2024-09-28 23:10:22,Iki on nanaحkor rido malah malai
Berry Putra,2024-09-28 23:08:58,Baus
Fifi Rahayu Andira KPI,2024-09-28 23:05:27,Please arsipan story jangan di buat ilang. Suka banget sama Ig karena bisa simpan moment berharga.
Hamdani Sirait,2024-09-28 22:59:44,Mantap
RIZKY PAUL,2024-09-28 22:57:56,1 star for deleteing archives
chayrazea 123,2024-09-28 22:55:17,"Kenapa Setiap Kirim Foto Lewat DM Selalu Blur Parah, Padahal Gambar Aslinya HD Sebelum Update Masih Bisa Diakali, Eh Sekarang Malah Ga Bisa Diakali Lagi Tolong Fix Lah Dev, Ini Sangat Mengganggu"
may sinta,2024-09-28 22:55:13,Baik
Sayid Abdullah Yahya Sayid,2024-09-28 22:53:35,Baik dan sangat memuaskan
Blablabalabalsb Eekkuijo,2024-09-28 22:48:25,Apk bgt menurutku
Abidzar Alghifari,2024-09-28 22:42:24,"Aplikasi jelek banyak bug nya,aplikasi sampah"
Dela Ardlasri,2024-09-28 22:41:56,"Don't delete archive, please!!!"
ok kios soik ok,2024-09-28 22:36:20,Instagram ini sangat bagus dibuat vidio
Jawiyah Ijau,2024-09-28 22:36:11,Yu donglod instagram ny aplikasi nya bagus lohhh
fajar pathul padhillah,2024-09-28 22:33:54,Instagram kenapa ya?? akun ig saya ditangguhkan mulu. padahal saya login sendiri diperangkat saya. Malah disuruh banding. tolong dong diperbaiki keamanannya. dan harus nunggu 3 hari akunnya setelah banding
Eliman Panjaitan,2024-09-28 22:30:16,Sangat bagus
Silvia Nuraini,2024-09-28 22:24:26,hduh malas arsip udh di kumpulin malah di hapusin
Mariana Naibanu,2024-09-28 22:22:02,Sy sangat puas
Tanti Fauziah,2024-09-28 22:17:39,Buset error dah dilaporin berbulan-bulan gak dibenerin
Donga Popy,2024-09-28 22:15:53,Om p
Niky Geraldy Alqodri,2024-09-28 22:11:35,if the archive is deleted instagram i give 1 ⭐️
christy Mola,2024-09-28 22:09:07,Plis akun baru saya kenapa y g bisa live?
JUJU Gaming,2024-09-28 21:28:35,jelek banget gbs reply
Bila Bilal,2024-09-28 21:27:57,Wa
Ari Sugianto,2024-09-28 21:23:36,Ok
Tegar Dewangga Pradana,2024-09-28 21:21:45,Jangan sampai fitur arisp Instagram di hapus! Karena itu akan sangat membuat kami kecewa kapadamu!
Muhammad Kamal,2024-09-28 21:16:26,Instagram saya masih versi lama
Ical fank Ical,2024-09-28 21:14:41,"Saya sudah punya aplikasi ini, bisah bachet, dan juga nlf...."
Takara Oishima,2024-09-28 20:56:12,"Buat fitur hapus riwayat acount nama, bio, email please, kalau gak gausah adain fitur riwayat dulu jadi kurang nyaman sama kecewa 🥹"
20. Kayla Putri Ramadhani,2024-09-28 20:56:06,"lelet polllll, udah dikit lgi malah ke ulang loading uploadnya"
Alfiana Sari,2024-09-28 20:41:57,Kenapa gak Thread aja yang di hapus sih?? padahal kan Archive itu penting buat pengingat memory kita!!!! 😓😓😓
Ida Maulidya,2024-09-28 20:34:28,Plis banget jangan hapus fitur arsip lah di situ banyak foto kenang2an anak ku
imelptrrr imelptrrr,2024-09-28 20:27:52,"knpa ya story yg 2/3 hari sebelumnya tidak muncul di arsip, beneran uda ada fitur hapus arsip? aku kasi bintang 5 deh tapi plis jangan ada fitur itu rela post story di secc account biar bisa disimpen eh malah ada fitur itu, ini dpt ide dari manaaasiiii😭😭"
Kadek Hermawan,2024-09-28 20:18:17,Langsung bintang 5 sangat bagus sekali
Mus tofa,2024-09-28 20:14:40,Ig saya tidak bisa buat live
Imam Saktiana,2024-09-28 20:10:08,If you don't remove the archives feature then I'll give it 5 stars.
Sello Kembar KM,2024-09-28 20:07:49,Sosial media terbaik dan sangat membantu pengguna sosial media🙏
Faleta Dina,2024-09-28 20:02:01,Tolong jangan hapus fitur arsip. Please don't remove the archive feature
Ahmadmaulana Dzikri,2024-09-28 19:57:51,yng botol katanya
udilia abi,2024-09-28 19:57:40,Bagus untuk digunakan
ASHIF JABBAR,2024-09-28 19:49:55,"Fitur arsip instagram jangan di hilangkan, karna fitur arsip instagram sangat berguna bagi para pengguna aplikasi instagram tolong fitur instagram jangan sampai di hilangkan Terima kasih🙌"
Sad boy,2024-09-28 19:44:31,Bagus banget apk nya wkwkw
Rizky Pratama,2024-09-28 19:38:16,"Sekarang tidak bisa ngerepost tag""an temen."
Azki Azki,2024-09-28 19:32:41,Ig rusak
sandy rukmana,2024-09-28 19:29:34,Nice
Tya Marcheel,2024-09-28 19:29:20,"PLEASE don't delete ARCHIVE, there are many memories immortalized there."
